,Model_Name,Model_Type,Data_Center_Region,Training_Hours,Energy_Consumption_kWh,Peak_Power_kW,Inference_Count,Latency_ms,Throughput_ops,Model_Accuracy_%,CO2_Emissions_kg,Carbon_Intensity_gCO2_kWh,Energy_Source,Green_Energy_Usage_%,Renewable_Energy_%,Water_Usage_L,Cooling_Efficiency_%,PUE,Sustainability_Score,Carbon_Efficiency,Green_Score_Index
939,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,109.5,878.93,Wind,78.53,23.54,712.78,87.02,1.92,60.32,0.2394,42.71
940,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,472.0,327.14,Hydro,30.22,41.85,221.06,67.58,1.23,80.69,1.0319,37.82
941,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,350.44,488.49,Hydro,66.44,66.75,441.08,80.13,1.33,94.44,0.7662,58.89
942,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,441.43,458.74,Solar,89.37,46.06,880.6,86.87,1.75,14.11,0.9651,43.49
943,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,168.93,676.75,Wind,59.72,47.9,80.21,77.26,1.44,87.64,0.3693,49.84
944,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,184.59,534.03,Mixed,43.81,36.68,557.7,80.86,1.17,70.39,0.4036,38.26
945,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,90.68,824.88,Coal,74.14,21.62,507.09,77.98,1.27,83.07,0.1983,45.37
946,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,271.7,447.52,Wind,58.6,85.13,703.4,83.03,1.85,34.52,0.594,50.07
947,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,247.57,380.06,Wind,59.44,59.13,536.07,90.18,1.4,77.38,0.5413,51.1
948,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,349.29,616.08,Coal,26.66,28.19,199.13,64.05,1.38,36.28,0.7637,23.74
949,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,117.19,499.35,Solar,37.02,93.82,130.29,95.45,1.77,77.98,0.2562,54.89
950,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,207.88,714.84,Hydro,82.5,74.97,986.94,67.79,1.81,56.58,0.4545,58.58
951,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,130.97,475.96,Coal,97.94,60.53,274.31,87.42,1.47,18.21,0.2863,51.23
952,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,498.89,862.46,Coal,63.67,16.09,109.22,88.52,1.53,69.88,1.0907,37.93
953,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,211.41,557.83,Mixed,75.04,57.75,702.81,67.08,1.13,64.51,0.4622,52.77
954,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,26.19,884.27,Hydro,86.96,74.99,852.22,68.96,1.92,42.17,0.0573,57.04
955,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,49.62,775.37,Wind,61.07,35.12,223.17,94.19,1.3,49.81,0.1085,38.84
956,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,191.13,844.01,Mixed,38.66,36.98,585.77,83.72,1.29,6.72,0.4179,24.06
957,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,128.66,156.33,Hydro,66.5,31.58,848.67,80.51,1.56,40.52,0.2813,37.66
958,Model_47,CV,India-South,272,457.39,6.93,43348,419.97,622.07,82.92,350.95,667.13,Mixed,50.24,39.62,604.99,76.4,1.46,63.31,0.7673,39.65
959,Model_48,Speech,Asia-Pacific,773,1358.73,5.95,27432,237.0,375.22,93.59,230.23,267.26,Mixed,70.08,47.02,627.68,68.56,1.28,49.7,0.1694,45.14
960,Model_48,Speech,Asia-Pacific,773,1358.73,5.95,27432,237.0,375.22,93.59,336.3,239.96,Coal,41.92,49.91,740.08,63.34,1.19,7.55,0.2475,29.14
961,Model_48,Speech,Asia-Pacific,773,1358.73,5.95,27432,237.0,375.22,93.59,299.74,885.73,Hydro,37.17,79.17,570.07,90.62,1.58,75.32,0.2206,49.99
962,Model_48,Speech,Asia-Pacific,773,1358.73,5.95,27432,237.0,375.22,93.59,144.61,513.31,Wind,50.18,93.23,478.36,62.11,1.44,27.23,0.1064,48.51
963,Model_48,Speech,Asia-Pacific,773,1358.73,5.95,27432,237.0,375.22,93.59,486.14,872.34,Coal,46.92,18.47,547.42,60.69,1.55,80.07,0.3578,35.65
964,Model_48,Speech,Asia-Pacific,773,1358.73,5.95,27432,237.0,375.22,93.59,78.27,564.55,Mixed,53.88,91.7,487.11,91.87,1.48,72.08,0.0576,58.13
965,Model_48,Speech,Asia-Pacific,773,1358.73,5.95,27432,237.0,375.22,93.59,306.16,397.83,Solar,65.48,19.63,605.53,67.79,1.36,80.53,0.2253,41.69
966,Model_48,Speech,Asia-Pacific,773,1358.73,5.95,27432,237.0,375.22,93.59,303.44,344.29,Mixed,40.0,28.57,711.68,87.98,1.19,96.26,0.2233,39.88
967,Model_48,Speech,Asia-Pacific,773,1358.73,5.95,27432,237.0,375.22,93.59,154.86,240.74,Solar,39.09,36.28,974.45,63.32,1.19,32.4,0.114,29.17
968,Model_48,Speech,Asia-Pacific,773,1358.73,5.95,27432,237.0,375.22,93.59,233.7,495.11,Hydro,79.19,35.8,262.66,95.42,1.81,63.32,0.172,47.2
969,Model_48,Speech,Asia-Pacific,773,1358.73,5.95,27432,237.0,375.22,93.59,129.62,791.33,Wind,68.2,77.21,52.47,88.35,1.65,21.95,0.0954,48.04
970,Model_48,Speech,Asia-Pacific,773,1358.73,5.95,27432,237.0,375.22,93.59,430.6,542.26,Hydro,76.41,80.31,749.98,72.65,1.48,49.43,0.3169,56.94
971,Model_48,Speech,Asia-Pacific,773,1358.73,5.95,27432,237.0,375.22,93.59,169.72,337.21,Coal,39.9,92.44,579.86,87.76,1.82,57.33,0.1249,51.23
972,Model_48,Speech,Asia-Pacific,773,1358.73,5.95,27432,237.0,375.22,93.59,358.46,304.97,Solar,54.76,78.35,586.24,66.34,1.52,40.44,0.2638,48.09
973,Model_48,Speech,Asia-Pacific,773,1358.73,5.95,27432,237.0,375.22,93.59,406.66,589.21,Mixed,40.29,62.2,409.83,93.39,1.66,77.09,0.2993,46.2
974,Model_48,Speech,Asia-Pacific,773,1358.73,5.95,27432,237.0,375.22,93.59,57.13,104.15,Hydro,65.72,48.64,904.67,88.18,1.85,35.39,0.042,41.58
975,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,337.73,282.84,Solar,36.53,57.27,136.45,92.33,1.78,33.44,0.4507,34.9
976,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,363.65,806.11,Hydro,50.83,88.53,806.65,97.9,1.54,83.98,0.4853,58.63
977,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,135.47,323.1,Mixed,47.25,70.63,849.99,81.89,1.79,40.8,0.1808,43.59
978,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,108.84,810.22,Mixed,94.93,94.67,380.04,87.47,1.64,59.5,0.1452,68.8
979,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,274.52,852.11,Mixed,66.07,46.56,430.29,96.78,1.65,98.87,0.3663,53.59
980,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,442.81,695.34,Hydro,62.75,37.38,380.24,74.03,1.79,12.28,0.5909,32.52
981,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,454.35,507.05,Wind,28.0,25.65,388.19,67.67,1.19,91.06,0.6063,34.35
982,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,143.34,609.07,Coal,24.28,21.1,899.51,86.01,1.86,62.48,0.1913,26.14
983,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,10.25,571.9,Hydro,87.77,48.33,363.59,65.28,1.21,82.51,0.0137,57.37
984,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,159.34,489.39,Hydro,96.54,88.53,137.68,64.43,1.25,3.42,0.2126,56.25
985,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,283.47,557.6,Mixed,95.7,45.14,617.41,97.66,1.29,11.42,0.3783,44.57
986,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,41.8,134.88,Solar,29.08,46.44,559.76,74.41,1.64,98.54,0.0558,42.51
987,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,134.42,895.64,Wind,94.47,81.33,927.84,95.21,1.2,47.11,0.1794,62.18
988,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,359.01,806.8,Mixed,24.47,17.95,554.7,89.7,1.93,51.25,0.4791,23.0
989,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,82.56,698.18,Wind,78.96,25.71,734.49,91.46,1.52,74.17,0.1102,46.26
990,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,140.72,364.6,Mixed,76.47,21.03,190.35,90.38,1.93,40.26,0.1878,37.36
991,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,488.54,542.21,Wind,97.49,70.34,176.46,91.36,1.63,21.8,0.6519,54.75
992,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,270.16,314.78,Coal,37.81,75.57,386.44,82.36,1.13,68.32,0.3605,47.74
993,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,280.92,398.15,Hydro,91.35,34.29,149.63,77.17,1.8,52.97,0.3749,48.34
994,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,204.81,255.42,Mixed,81.38,66.15,282.14,97.91,1.36,18.44,0.2733,48.03
995,Model_49,CV,EU-West,153,749.36,1.72,84285,210.34,467.91,65.58,263.7,156.75,Coal,85.82,79.4,523.34,88.59,1.74,9.03,0.3519,51.5
996,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,458.33,640.55,Mixed,84.9,69.48,636.4,95.48,1.8,53.45,0.84,57.04
997,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,197.63,897.0,Hydro,69.46,40.81,333.06,61.96,1.64,52.66,0.3622,43.64
998,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,125.63,250.97,Solar,74.53,35.24,486.38,94.07,1.47,86.7,0.2303,50.35
999,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,29.81,660.29,Wind,40.86,21.03,780.47,94.86,1.11,55.17,0.0546,29.63
1000,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,225.27,423.61,Mixed,47.87,38.56,639.77,78.65,1.74,50.55,0.4129,36.09
1001,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,242.93,848.51,Wind,53.44,45.74,600.67,87.3,1.96,56.94,0.4452,41.17
1002,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,109.5,878.93,Wind,78.53,23.54,712.78,87.02,1.92,60.32,0.2007,42.71
1003,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,472.0,327.14,Hydro,30.22,41.85,221.06,67.58,1.23,80.69,0.8651,37.82
1004,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,350.44,488.49,Hydro,66.44,66.75,441.08,80.13,1.33,94.44,0.6423,58.89
1005,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,441.43,458.74,Solar,89.37,46.06,880.6,86.87,1.75,14.11,0.809,43.49
1006,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,168.93,676.75,Wind,59.72,47.9,80.21,77.26,1.44,87.64,0.3096,49.84
1007,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,184.59,534.03,Mixed,43.81,36.68,557.7,80.86,1.17,70.39,0.3383,38.26
1008,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,90.68,824.88,Coal,74.14,21.62,507.09,77.98,1.27,83.07,0.1662,45.37
1009,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,271.7,447.52,Wind,58.6,85.13,703.4,83.03,1.85,34.52,0.498,50.07
1010,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,247.57,380.06,Wind,59.44,59.13,536.07,90.18,1.4,77.38,0.4537,51.1
1011,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,349.29,616.08,Coal,26.66,28.19,199.13,64.05,1.38,36.28,0.6402,23.74
1012,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,117.19,499.35,Solar,37.02,93.82,130.29,95.45,1.77,77.98,0.2148,54.89
1013,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,207.88,714.84,Hydro,82.5,74.97,986.94,67.79,1.81,56.58,0.381,58.58
1014,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,130.97,475.96,Coal,97.94,60.53,274.31,87.42,1.47,18.21,0.24,51.23
1015,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,498.89,862.46,Coal,63.67,16.09,109.22,88.52,1.53,69.88,0.9144,37.93
1016,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,211.41,557.83,Mixed,75.04,57.75,702.81,67.08,1.13,64.51,0.3875,52.77
1017,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,26.19,884.27,Hydro,86.96,74.99,852.22,68.96,1.92,42.17,0.048,57.04
1018,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,49.62,775.37,Wind,61.07,35.12,223.17,94.19,1.3,49.81,0.0909,38.84
1019,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,191.13,844.01,Mixed,38.66,36.98,585.77,83.72,1.29,6.72,0.3503,24.06
1020,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,128.66,156.33,Hydro,66.5,31.58,848.67,80.51,1.56,40.52,0.2358,37.66
1021,Model_50,Anomaly Detection,India-South,355,545.62,8.21,92792,140.34,750.0,91.73,350.95,667.13,Mixed,50.24,39.62,604.99,76.4,1.46,63.31,0.6432,39.65
1022,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,64.34,785.06,Wind,75.43,32.34,93.57,97.05,1.61,19.61,0.1028,36.28
1023,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,286.01,728.27,Mixed,97.41,73.97,374.49,80.33,1.41,88.75,0.457,69.19
1024,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,350.8,635.19,Wind,63.84,88.22,560.4,78.11,1.3,55.67,0.5605,56.78
1025,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,315.93,895.57,Coal,64.95,33.35,539.47,89.18,1.63,40.64,0.5048,37.64
1026,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,214.09,393.18,Wind,50.22,17.59,377.83,82.57,1.69,84.81,0.3421,37.36
1027,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,69.82,346.45,Coal,51.17,63.22,571.28,80.85,1.16,64.29,0.1116,47.23
1028,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,327.37,300.37,Hydro,96.68,90.24,172.31,63.34,1.92,33.59,0.5231,62.86
1029,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,92.46,284.15,Wind,64.3,53.43,874.89,75.52,1.44,97.45,0.1477,54.88
1030,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,179.08,160.28,Hydro,89.35,88.05,762.14,84.08,1.32,13.23,0.2862,55.99
1031,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,300.42,415.75,Hydro,31.73,31.4,750.53,87.12,1.35,81.51,0.48,35.29
1032,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,240.45,636.91,Hydro,90.43,75.56,558.57,81.94,1.51,72.02,0.3842,64.23
1033,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,410.05,336.23,Hydro,67.35,16.77,500.27,80.21,1.58,26.37,0.6552,30.57
1034,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,401.19,358.04,Coal,48.02,54.85,387.35,62.53,1.27,26.65,0.6411,36.25
1035,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,83.85,778.94,Wind,76.65,53.1,666.38,68.7,1.37,73.22,0.134,53.59
1036,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,259.02,209.3,Wind,58.53,81.51,505.6,80.63,1.38,25.07,0.4139,47.12
1037,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,117.92,435.82,Mixed,46.42,22.07,607.21,86.36,1.41,83.81,0.1884,37.35
1038,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,180.85,165.28,Mixed,52.42,53.4,370.57,78.83,1.44,42.2,0.289,40.31
1039,Model_51,Anomaly Detection,US-East,633,625.82,8.3,58854,32.91,46.32,68.04,420.48,417.43,Coal,79.54,87.25,363.83,86.87,1.57,77.1,0.6719,65.5
1040,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,64.34,785.06,Wind,75.43,32.34,93.57,97.05,1.61,19.61,0.0948,36.28
1041,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,286.01,728.27,Mixed,97.41,73.97,374.49,80.33,1.41,88.75,0.4212,69.19
1042,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,350.8,635.19,Wind,63.84,88.22,560.4,78.11,1.3,55.67,0.5167,56.78
1043,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,315.93,895.57,Coal,64.95,33.35,539.47,89.18,1.63,40.64,0.4653,37.64
1044,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,214.09,393.18,Wind,50.22,17.59,377.83,82.57,1.69,84.81,0.3153,37.36
1045,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,69.82,346.45,Coal,51.17,63.22,571.28,80.85,1.16,64.29,0.1028,47.23
1046,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,327.37,300.37,Hydro,96.68,90.24,172.31,63.34,1.92,33.59,0.4822,62.86
1047,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,92.46,284.15,Wind,64.3,53.43,874.89,75.52,1.44,97.45,0.1362,54.88
1048,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,179.08,160.28,Hydro,89.35,88.05,762.14,84.08,1.32,13.23,0.2638,55.99
1049,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,300.42,415.75,Hydro,31.73,31.4,750.53,87.12,1.35,81.51,0.4425,35.29
1050,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,240.45,636.91,Hydro,90.43,75.56,558.57,81.94,1.51,72.02,0.3541,64.23
1051,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,410.05,336.23,Hydro,67.35,16.77,500.27,80.21,1.58,26.37,0.6039,30.57
1052,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,401.19,358.04,Coal,48.02,54.85,387.35,62.53,1.27,26.65,0.5909,36.25
1053,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,83.85,778.94,Wind,76.65,53.1,666.38,68.7,1.37,73.22,0.1235,53.59
1054,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,259.02,209.3,Wind,58.53,81.51,505.6,80.63,1.38,25.07,0.3815,47.12
1055,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,117.92,435.82,Mixed,46.42,22.07,607.21,86.36,1.41,83.81,0.1737,37.35
1056,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,180.85,165.28,Mixed,52.42,53.4,370.57,78.83,1.44,42.2,0.2664,40.31
1057,Model_52,Anomaly Detection,US-East,581,678.97,6.45,41262,433.04,259.91,66.53,420.48,417.43,Coal,79.54,87.25,363.83,86.87,1.57,77.1,0.6193,65.5
1058,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,64.34,785.06,Wind,75.43,32.34,93.57,97.05,1.61,19.61,0.0377,36.28
1059,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,286.01,728.27,Mixed,97.41,73.97,374.49,80.33,1.41,88.75,0.1678,69.19
1060,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,350.8,635.19,Wind,63.84,88.22,560.4,78.11,1.3,55.67,0.2058,56.78
1061,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,315.93,895.57,Coal,64.95,33.35,539.47,89.18,1.63,40.64,0.1853,37.64
1062,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,214.09,393.18,Wind,50.22,17.59,377.83,82.57,1.69,84.81,0.1256,37.36
1063,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,69.82,346.45,Coal,51.17,63.22,571.28,80.85,1.16,64.29,0.041,47.23
1064,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,327.37,300.37,Hydro,96.68,90.24,172.31,63.34,1.92,33.59,0.192,62.86
1065,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,92.46,284.15,Wind,64.3,53.43,874.89,75.52,1.44,97.45,0.0542,54.88
1066,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,179.08,160.28,Hydro,89.35,88.05,762.14,84.08,1.32,13.23,0.105,55.99
1067,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,300.42,415.75,Hydro,31.73,31.4,750.53,87.12,1.35,81.51,0.1762,35.29
1068,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,240.45,636.91,Hydro,90.43,75.56,558.57,81.94,1.51,72.02,0.141,64.23
1069,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,410.05,336.23,Hydro,67.35,16.77,500.27,80.21,1.58,26.37,0.2405,30.57
1070,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,401.19,358.04,Coal,48.02,54.85,387.35,62.53,1.27,26.65,0.2353,36.25
1071,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,83.85,778.94,Wind,76.65,53.1,666.38,68.7,1.37,73.22,0.0492,53.59
1072,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,259.02,209.3,Wind,58.53,81.51,505.6,80.63,1.38,25.07,0.1519,47.12
1073,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,117.92,435.82,Mixed,46.42,22.07,607.21,86.36,1.41,83.81,0.0692,37.35
1074,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,180.85,165.28,Mixed,52.42,53.4,370.57,78.83,1.44,42.2,0.1061,40.31
1075,Model_53,Anomaly Detection,US-East,890,1704.91,8.29,38080,407.39,716.22,66.55,420.48,417.43,Coal,79.54,87.25,363.83,86.87,1.57,77.1,0.2466,65.5
1076,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,64.34,785.06,Wind,75.43,32.34,93.57,97.05,1.61,19.61,0.2033,36.28
1077,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,286.01,728.27,Mixed,97.41,73.97,374.49,80.33,1.41,88.75,0.9039,69.19
1078,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,350.8,635.19,Wind,63.84,88.22,560.4,78.11,1.3,55.67,1.1087,56.78
1079,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,315.93,895.57,Coal,64.95,33.35,539.47,89.18,1.63,40.64,0.9985,37.64
1080,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,214.09,393.18,Wind,50.22,17.59,377.83,82.57,1.69,84.81,0.6766,37.36
1081,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,69.82,346.45,Coal,51.17,63.22,571.28,80.85,1.16,64.29,0.2207,47.23
1082,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,327.37,300.37,Hydro,96.68,90.24,172.31,63.34,1.92,33.59,1.0346,62.86
1083,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,92.46,284.15,Wind,64.3,53.43,874.89,75.52,1.44,97.45,0.2922,54.88
1084,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,179.08,160.28,Hydro,89.35,88.05,762.14,84.08,1.32,13.23,0.566,55.99
1085,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,300.42,415.75,Hydro,31.73,31.4,750.53,87.12,1.35,81.51,0.9495,35.29
1086,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,240.45,636.91,Hydro,90.43,75.56,558.57,81.94,1.51,72.02,0.7599,64.23
1087,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,410.05,336.23,Hydro,67.35,16.77,500.27,80.21,1.58,26.37,1.2959,30.57
1088,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,401.19,358.04,Coal,48.02,54.85,387.35,62.53,1.27,26.65,1.2679,36.25
1089,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,83.85,778.94,Wind,76.65,53.1,666.38,68.7,1.37,73.22,0.265,53.59
1090,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,259.02,209.3,Wind,58.53,81.51,505.6,80.63,1.38,25.07,0.8186,47.12
1091,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,117.92,435.82,Mixed,46.42,22.07,607.21,86.36,1.41,83.81,0.3727,37.35
1092,Model_54,Speech,US-East,11,316.41,6.69,2324,499.86,896.25,92.5,180.85,165.28,Mixed,52.42,53.4,370.57,78.83,1.44,42.2,0.5716,40.31
